card_id,class_name,energy_cost,star_cost,is_x_cost,rarity,card_type,target_type,keywords,deck_eval_excluded,exclusion_reason,status,needs_review,damage,extra_damage,block,cards_drawn,energy,repeat_hits,heal,gold,max_hp,hp_loss,forge,stars,summon,applies_power_state,buffs_applied,debuffs_applied,other_powers_applied,card_generation,card_transform,pool_generation,card_tutor,orbs_generated,scales_with_enemy_power,scales_with_self_power,orb_evoked,card_tags,tribal_references,exhaust_pile_reference,discard_pile_reference,exhausts_other_cards,discards_other_cards,sly_keyword,opaque_values,review_snippet,notes
HOTFIX,Hotfix,0,,,Common,Skill,Self,Exhaust,,,auto,,,,,,,,,,,,,,,,FOCUS_POWER:2(Counter),,,,,,,,,,,,,,,,,,,,
HOWL_FROM_BEYOND,HowlFromBeyond,3,,,Uncommon,Attack,AllEnemies,,,,auto,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HUDDLE_UP,HuddleUp,1,,,Uncommon,Skill,AllAllies,Exhaust,TRUE,multiplayer_only,auto,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HYPERBEAM,Hyperbeam,2,,,Rare,Attack,AllEnemies,,,,auto,,30,,,,,,,,,,,,,,FOCUS_POWER:3(Counter),,,,,,,,,,,,,,,,,,,,
ICE_LANCE,IceLance,3,,,Rare,Attack,AnyEnemy,,,,auto,TRUE,19,,,,,3,,,,,,,,,,,,,,,,FrostOrb:1?,,,,,,,,,,,,,
IGNITION,Ignition,1,,,Uncommon,Skill,AnyAlly,Exhaust,TRUE,multiplayer_only,no_canonical_vars,,,,,,,,,,,,,,,,,,,,,,,PlasmaOrb:1,,,,,,,,,,,,,
IMITATION_LEARNING,ImitationLearning,1,,,Rare,Skill,AnyAlly,Exhaust,TRUE,multiplayer_only,auto,,,,,,,,,,,,,,,,IMITATION_LEARNING_POWER:2(Counter),,,,,,,,,,,,,,,,,,,,
IMPATIENCE,Impatience,0,,,Uncommon,Skill,Self,,,,auto,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMPERVIOUS,Impervious,2,,,Rare,Skill,Self,Exhaust,,,auto,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INFECTION,Infection,-1,,,Status,Status,None,Unplayable,TRUE,curse_status,auto,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INFERNAL_BLADE,InfernalBlade,1,,,Uncommon,Skill,Self,Exhaust,,,no_canonical_vars,,,,,,,,,,,,,,,,,,,,,type:Attack:1,,,,,,,,,,,,,,,
INFERNO,Inferno,1,,,Uncommon,Power,Self,,,,auto,,,,,,,,,,,,,,,TRUE,INFERNO_POWER:6(Counter),,,,,,,,,,,,,,,,,,,,
INFINITE_BLADES,InfiniteBlades,1,,,Uncommon,Power,Self,,,,no_canonical_vars,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,
INFLAME,Inflame,1,,,Uncommon,Power,Self,,,,auto,,,,,,,,,,,,,,,TRUE,STRENGTH_POWER:2(Counter),,,,,,,,,,,,,,,,,,,,
INJURY,Injury,-1,,,Curse,Curse,None,Unplayable,TRUE,curse_status,no_canonical_vars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTERCEPT,Intercept,1,,,Uncommon,Skill,AnyAlly,,TRUE,multiplayer_only,auto,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INVOKE,Invoke,1,,,Common,Skill,Self,,,,auto,,,,,,2,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,
IRON_WAVE,IronWave,1,,,Common,Attack,AnyEnemy,,,,auto,,5,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ITERATION,Iteration,1,,,Uncommon,Power,Self,,,,auto,,,,,,,,,,,,,,,TRUE,ITERATION_POWER:2(Counter),,,,,,,,,,,,,,,,,,,,
I_AM_INVINCIBLE,IAmInvincible,1,,,Rare,Skill,Self,,,,auto,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JACKPOT,Jackpot,3,,,Rare,Attack,AnyEnemy,,,,auto,,25,,,3,,,,,,,,,,,,,,,,unfiltered:1,,,,,,,,,,,,,,,
JACK_OF_ALL_TRADES,JackOfAllTrades,0,,,Uncommon,Skill,Self,Exhaust,,,auto,,,,,1,,,,,,,,,,,,,,,,pool:ColorlessCardPool:1,,,,,,,,,,,,,,,
JUGGERNAUT,Juggernaut,2,,,Rare,Power,Self,,,,auto,,,,,,,,,,,,,,,TRUE,JUGGERNAUT_POWER:6(Counter),,,,,,,,,,,,,,,,,,,,
JUGGLING,Juggling,1,,,Uncommon,Power,Self,,,,no_canonical_vars,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,
KINGLY_KICK,KinglyKick,4,,,Uncommon,Attack,AnyEnemy,,,,auto,,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KINGLY_PUNCH,KinglyPunch,1,,,Uncommon,Attack,AnyEnemy,,,,auto,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Increase:4,,
KNIFE_TRAP,KnifeTrap,2,,,Rare,Skill,AnyEnemy,,,,unparsed_residue,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,Shiv,TRUE,,,,,CalculationBaseVar:0;CalculationExtraVar:1,"new global::_003C_003Ez__ReadOnlyArray<DynamicVar>(new DynamicVar[3] { new CalculationBaseVar(0m), new CalculationExtraVar(1m), new CalculatedVar(""CalculatedShivs"").WithMultiplier((CardModel card, Creature? _) => PileType.Exhaust.GetPile(card.Owner).Cards.Count((CardModel c) => c.Tags.Contains(CardT",
KNOCKDOWN,Knockdown,3,,,Rare,Attack,AnyEnemy,,TRUE,multiplayer_only,auto,,10,,,,,,,,,,,,,,,KNOCKDOWN_POWER:2(Counter),,,,,,,,,,,,,,,,,,,
KNOCKOUT_BLOW,KnockoutBlow,3,,,Uncommon,Attack,AnyEnemy,,,,auto,,30,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,
KNOW_THY_PLACE,KnowThyPlace,0,,,Common,Skill,AnyEnemy,Exhaust,,,auto,,,,,,,,,,,,,,,,,WEAK_POWER:1(Counter);VULNERABLE_POWER:1(Counter),,,,,,,,,,,,,,,,,,,
LANTERN_KEY,LanternKey,-1,,,Quest,Quest,Self,Unplayable,TRUE,curse_status,no_canonical_vars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LARGESSE,Largesse,0,,,Uncommon,Skill,AnyAlly,,TRUE,multiplayer_only,no_canonical_vars,,,,,,,,,,,,,,,,,,,,,pool:ColorlessCardPool:1,,,,,,,,,,,,,,,
LEADING_STRIKE,LeadingStrike,1,,,Common,Attack,AnyEnemy,,,,auto,,3,,,2,,,,,,,,,,,,,,,,,,,,,,Strike,,,,,,,,,
LEAP,Leap,1,,,Common,Skill,Self,,,,auto,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LEGION_OF_BONE,LegionOfBone,2,,,Uncommon,Skill,AllAllies,,TRUE,multiplayer_only,auto,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,
LEG_SWEEP,LegSweep,2,,,Uncommon,Skill,AnyEnemy,,,,auto,,,,11,,,,,,,,,,,,,WEAK_POWER:2(Counter),,,,,,,,,,,,,,,,,,,
LETHALITY,Lethality,1,,,Uncommon,Power,Self,Ethereal,,,auto,,,,,,,,,,,,,,,TRUE,LETHALITY_POWER:50(Counter),,,,,,,,,,,,,,,,,,,,
LIFT,Lift,1,,,Uncommon,Skill,AnyAlly,,TRUE,multiplayer_only,auto,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LIGHTNING_ROD,LightningRod,1,,,Common,Skill,Self,,,,auto,,,,4,,,,,,,,,,,,LIGHTNING_ROD_POWER:2(Counter),,,,,,,,,,,,,,,,,,,,
LOOP,Loop,1,,,Uncommon,Power,Self,,,,auto,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,Loop:1,,
LUMINESCE,Luminesce,0,,,Token,Skill,Self,Exhaust;Retain,,,auto,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LUNAR_BLAST,LunarBlast,0,,,Uncommon,Attack,AnyEnemy,,,,unparsed_residue,TRUE,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CalculationBaseVar:0;CalculationExtraVar:1,"new global::_003C_003Ez__ReadOnlyArray<DynamicVar>(new DynamicVar[4] { new DamageVar(4m, ValueProp.Move), new CalculationBaseVar(0m), new CalculationExtraVar(1m), new CalculatedVar(""CalculatedHits"").WithMultiplier((CardModel card, Creature? _) => CombatManager.Instance.History.CardPlaysFinished.Coun",
MACHINE_LEARNING,MachineLearning,1,,,Rare,Power,Self,,,,auto,,,,,1,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,
MAD_SCIENCE,MadScience,1,,,Event,Attack,AnyEnemy,,,,auto,,12,,8,3,2,,,,,,,,,,STRENGTH_POWER:2(Counter);DEXTERITY_POWER:2(Counter),WEAK_POWER:2(Counter);VULNERABLE_POWER:2(Counter);STRANGLE_POWER:6(Counter),,,,unfiltered:1,,,,,,,,,,,,,ViolenceHits:3;CuriousReduction:1,,
MAKE_IT_SO,MakeItSo,0,,,Rare,Attack,AnyEnemy,,,,auto,,6,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MALAISE,Malaise,0,,TRUE,Rare,Skill,AnyEnemy,Exhaust,,,no_canonical_vars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MANGLE,Mangle,3,,,Rare,Attack,AnyEnemy,,,,auto,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,StrengthLoss:10,,
MANIFEST_AUTHORITY,ManifestAuthority,1,,,Uncommon,Skill,Self,,,,auto,,,,7,,,,,,,,,,,,,,,,,pool:ColorlessCardPool:1,,,,,,,,,,,,,,,
MASTER_OF_STRATEGY,MasterOfStrategy,0,,,Rare,Skill,Self,Exhaust,,,auto,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MASTER_PLANNER,MasterPlanner,2,,,Rare,Power,Self,,,,no_canonical_vars,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,
MAUL,Maul,1,,,Ancient,Attack,AnyEnemy,,,,auto,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Increase:1,,
MAYHEM,Mayhem,2,,,Rare,Power,Self,,,,no_canonical_vars,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,
MELANCHOLY,Melancholy,3,,,Uncommon,Skill,Self,,,,auto,,,,13,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MEMENTO_MORI,MementoMori,1,,,Uncommon,Attack,AnyEnemy,,,,unparsed_residue,TRUE,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CalculationBaseVar:9,"new global::_003C_003Ez__ReadOnlyArray<DynamicVar>(new DynamicVar[3] { new CalculationBaseVar(9m), new ExtraDamageVar(4m), new CalculatedDamageVar(ValueProp.Move).WithMultiplier((CardModel card, Creature? _) => CombatManager.Instance.History.Entries.OfType<CardDiscardedEntry>().Count((CardDiscardedE",
METAMORPHOSIS,Metamorphosis,2,,,Event,Skill,Self,Exhaust,,,auto,,,,,3,,,,,,,,,,,,,,,,type:Attack:1,,,,,,,,,,,,,,,
METEOR_SHOWER,MeteorShower,0,2,,Ancient,Attack,AllEnemies,,,,auto,,14,,,,,,,,,,,,,,,VULNERABLE_POWER:2(Counter);WEAK_POWER:2(Counter),,,,,,,,,,,,,,,,,,,
METEOR_STRIKE,MeteorStrike,5,,,Rare,Attack,AnyEnemy,,,,auto,,24,,,,,,,,,,,,,,,,,,,,,PlasmaOrb:3,,,,Strike,,,,,,,,,
MIDNIGHT,Midnight,12,,,Rare,Attack,AnyEnemy,,TRUE,multiplayer_only,auto,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIMIC,Mimic,1,,,Rare,Skill,AnyAlly,Exhaust,TRUE,multiplayer_only,unparsed_residue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CalculationBaseVar:0;CalculationExtraVar:1,"new global::_003C_003Ez__ReadOnlyArray<DynamicVar>(new DynamicVar[3] { new CalculationBaseVar(0m), new CalculationExtraVar(1m), new CalculatedBlockVar(ValueProp.Move).WithMultiplier((CardModel card, Creature? target) => target?.Block ?? 0) })",
MIND_BLAST,MindBlast,1,,,Uncommon,Attack,AnyEnemy,Innate,,,unparsed_residue,TRUE,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CalculationBaseVar:0,"new global::_003C_003Ez__ReadOnlyArray<DynamicVar>(new DynamicVar[3] { new CalculationBaseVar(0m), new ExtraDamageVar(1m), new CalculatedDamageVar(ValueProp.Move).WithMultiplier((CardModel card, Creature? _) => PileType.Draw.GetPile(card.Owner).Cards.Count) })",
MIND_ROT,MindRot,-1,,,Status,Status,None,,TRUE,curse_status,auto,,,,,,,,,,,,,,,,,MIND_ROT_POWER:1(Counter),,,,,,,,,,,,,,,,,,,
MINION_DIVE_BOMB,MinionDiveBomb,0,,,Token,Attack,AnyEnemy,Exhaust,,,auto,,13,,,,,,,,,,,,,,,,,,,,,,,,,Minion,,,,,,,,,
MINION_SACRIFICE,MinionSacrifice,0,,,Token,Skill,Self,Exhaust,,,auto,,,,7,,,,,,,,,,,,,,,,,,,,,,,Minion,,,,,,,,,
MINION_STRIKE,MinionStrike,0,,,Token,Attack,AnyEnemy,Exhaust,,,auto,,6,,,1,,,,,,,,,,,,,,,,,,,,,,Minion;Strike,,,,,,,,,
MIRAGE,Mirage,0,,,Uncommon,Skill,Self,,,,auto,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISERY,Misery,0,,,Rare,Attack,AnyEnemy,,,,auto,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MODDED,Modded,0,,,Rare,Skill,Self,,,,auto,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOLTEN_FIST,MoltenFist,1,,,Common,Attack,AnyEnemy,Exhaust,,,auto,,10,,,,,,,,,,,,,,,,,,,,,,VULNERABLE_POWER,,,,,,,,,,,,
MOMENTUM_STRIKE,MomentumStrike,1,,,Common,Attack,AnyEnemy,,,,auto,,11,,,,,,,,,,,,,,,,,,,,,,,,,Strike,,,,,,,,,
MONARCHS_GAZE,MonarchsGaze,2,,,Rare,Power,Self,,,,auto,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,StrengthLoss:1,,
MONOLOGUE,Monologue,0,,,Uncommon,Skill,Self,,,,auto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Power:1,,
MULTI_CAST,MultiCast,0,,TRUE,Rare,Skill,Self,,,,no_canonical_vars,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
MURDER,Murder,3,,,Rare,Attack,AnyEnemy,,,,unparsed_residue,TRUE,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CalculationBaseVar:1,"new global::_003C_003Ez__ReadOnlyArray<DynamicVar>(new DynamicVar[3] { new CalculationBaseVar(1m), new ExtraDamageVar(1m), new CalculatedDamageVar(ValueProp.Move).WithMultiplier((CardModel card, Creature? _) => CombatManager.Instance.History.Entries.OfType<CardDrawnEntry>().Count((CardDrawnEntry e) ",
NECRO_MASTERY,NecroMastery,2,,,Rare,Power,Self,,,,auto,,,,,,,,,,,,,,5,TRUE,,,,,,,,,,,,,,,,,,,,,
NEGATIVE_PULSE,NegativePulse,1,,,Common,Skill,AllEnemies,,,,auto,,,,5,,,,,,,,,,,,,DOOM_POWER:7(Counter),,,,,,,,,,,,,,,,,,,
NEOWS_FURY,NeowsFury,1,,,Ancient,Attack,AnyEnemy,Exhaust,,,auto,,10,,,2,,,,,,,,,,,,,,,,,unfiltered:1,,,,,,,,,,,,,,
NEUROSURGE,Neurosurge,0,,,Rare,Power,Self,,,,auto,,,,,2,3,,,,,,,,,TRUE,,NEUROSURGE_POWER:3(Counter),,,,,,,,,,,,,,,,,,,
NEUTRALIZE,Neutralize,0,,,Basic,Attack,AnyEnemy,,,,auto,,3,,,,,,,,,,,,,,,WEAK_POWER:1(Counter),,,,,,,,,,,,,,,,,,,
NEUTRON_AEGIS,NeutronAegis,1,5,,Rare,Power,Self,,,,auto,,,,,,,,,,,,,,,TRUE,PLATING_POWER:8(Counter),,,,,,,,,,,,,,,,,,,,
NIGHTMARE,Nightmare,3,,,Rare,Skill,Self,Exhaust,,,no_canonical_vars,,,,,,,,,,,,,,,,,,,,,,unfiltered:1,,,,,,,,,,,,,,
NORMALITY,Normality,-1,,,Curse,Curse,None,Unplayable,TRUE,curse_status,unparsed_residue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CalculationBaseVar:3;CalculationExtraVar:-1,"new global::_003C_003Ez__ReadOnlyArray<DynamicVar>(new DynamicVar[3] { new CalculationBaseVar(3m), new CalculationExtraVar(-1m), new CalculatedVar(""CalculatedCards"").WithMultiplier((CardModel card, Creature? _) => Math.Min(3, ((Normality)card).CardsPlayedThisTurn)) })",
NOSTALGIA,Nostalgia,1,,,Rare,Power,Self,,,,no_canonical_vars,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,
NOT_YET,NotYet,2,,,Rare,Skill,Self,Exhaust,,,auto,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NOXIOUS_FUMES,NoxiousFumes,1,,,Uncommon,Power,Self,,,,auto,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,PoisonPerTurn:2,,
NO_ESCAPE,NoEscape,1,,,Uncommon,Skill,AnyEnemy,,,,unparsed_residue,TRUE,,,,,,,,,,,,,,,,,,,,,,,DOOM_POWER,,,,,,,,,,DoomThreshold:10;CalculationBaseVar:10;CalculationExtraVar:5,"new global::_003C_003Ez__ReadOnlyArray<DynamicVar>(new DynamicVar[4] { new DynamicVar(""DoomThreshold"", 10m), new CalculationBaseVar(10m), new CalculationExtraVar(5m), new CalculatedVar(""CalculatedDoom"").WithMultiplier(delegate(CardModel card, Creature? target) { int num = target?.GetPowerAmount<Doom",
NULL,Null,2,,,Uncommon,Attack,AnyEnemy,,,,auto,,10,,,,,,,,,,,,,,,WEAK_POWER:2(Counter),,,,,,DarkOrb:1,,,,,,,,,,,,,
OBLIVION,Oblivion,0,,,Rare,Skill,AnyEnemy,,,,auto,,,,,,,,,,,,,,,,,DOOM_POWER:3(Counter),,,,,,,,,,,,,,,,,,,
OFFERING,Offering,0,,,Rare,Skill,Self,Exhaust,,,auto,,,,,3,2,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,
OMNISLICE,Omnislice,0,,,Uncommon,Attack,AnyEnemy,,,,auto,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONE_FOR_ALL,OneForAll,1,,,Rare,Power,AllAllies,,TRUE,multiplayer_only,auto,,,,,,,,,,,,,,,TRUE,ONE_FOR_ALL_POWER:3(Counter),,,,,,,,,,,,,,,,,,,,
ONE_TWO_PUNCH,OneTwoPunch,1,,,Rare,Skill,Self,,,,auto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Attacks:1,,
ORBIT,Orbit,2,,,Uncommon,Power,Self,,,,auto,,,,,,1,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,
OUTBREAK,Outbreak,1,,,Uncommon,Power,Self,,,,auto,,,,,,,,,,,,,,,TRUE,OUTBREAK_POWER:4(Counter),,,,,,,,,,,,,,,,,,,,
OUTMANEUVER,Outmaneuver,1,,,Event,Skill,Self,,,,auto,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OUTRAGE,Outrage,0,,,Uncommon,Attack,AnyEnemy,,TRUE,multiplayer_only,auto,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OVERCLOCK,Overclock,0,,,Uncommon,Skill,Self,,,,auto,,,,,2,,,,,,,,,,,,,,BURN:1,,,,,,,,,,,,,,,,,
PACTS_END,PactsEnd,0,,,Rare,Attack,AllEnemies,,,,auto,,17,,,3,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,
PAGESTORM,Pagestorm,1,,,Uncommon,Power,Self,,,,auto,,,,,1,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,
PALE_BLUE_DOT,PaleBlueDot,1,,,Uncommon,Power,Self,,,,auto,,,,,1,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,CardPlay:5,,
PANACHE,Panache,0,,,Uncommon,Power,Self,,,,auto,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,PanacheDamage:10,,
PANIC_BUTTON,PanicButton,0,,,Uncommon,Skill,Self,Exhaust,,,auto,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Turns:2,,
PARRY,Parry,1,,,Uncommon,Power,Self,,,,auto,,,,,,,,,,,,,,,TRUE,,,PARRY_POWER:10,,,,,,,,,,,,,,,,,,
PARSE,Parse,1,,,Uncommon,Skill,Self,Ethereal,,,auto,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PARTICLE_WALL,ParticleWall,0,2,,Uncommon,Skill,Self,,,,auto,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PATTER,Patter,1,,,Common,Skill,Self,,,,auto,,,,8,,,,,,,,,,,,VIGOR_POWER:2(Counter),,,,,,,,,,,,,,,,,,,,
PECK,Peck,1,,,Event,Attack,AnyEnemy,,,,auto,,2,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PERFECTED_STRIKE,PerfectedStrike,2,,,Common,Attack,AnyEnemy,,,,unparsed_residue,TRUE,,2,,,,,,,,,,,,,,,,,,,,,,,,Strike,Strike,,,,,,CalculationBaseVar:6,"new global::_003C_003Ez__ReadOnlyArray<DynamicVar>(new DynamicVar[3] { new CalculationBaseVar(6m), new ExtraDamageVar(2m), new CalculatedDamageVar(ValueProp.Move).WithMultiplier((CardModel card, Creature? _) => card.Owner.PlayerCombatState.AllCards.Count((CardModel c) => c.Tags.Contains(CardTag.Stri",
PHANTOM_BLADES,PhantomBlades,1,,,Uncommon,Power,Self,,,,auto,,,,,,,,,,,,,,,TRUE,PHANTOM_BLADES_POWER:9(Counter),,,,,,,,,,,,,,,,,,,,
PHOTON_CUT,PhotonCut,1,,,Common,Attack,AnyEnemy,,,,auto,,10,,,1,,,,,,,,,,,,,,,,,unfiltered:1,,,,,,,,,,,,PutBack:1,,
PIERCING_WAIL,PiercingWail,1,,,Common,Skill,AllEnemies,Exhaust,,,auto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,StrengthLoss:6,,
PILLAGE,Pillage,1,,,Uncommon,Attack,AnyEnemy,,,,auto,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PILLAR_OF_CREATION,PillarOfCreation,1,,,Uncommon,Power,Self,,,,auto,,,,5,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,
PINPOINT,Pinpoint,3,,,Uncommon,Attack,AnyEnemy,,,,auto,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PLOT,Plot,1,,,Uncommon,Skill,AllAllies,,TRUE,multiplayer_only,auto,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POISONED_STAB,PoisonedStab,1,,,Common,Attack,AnyEnemy,,,,auto,,6,,,,,,,,,,,,,,,POISON_POWER:3(Counter),,,,,,,,,,,,,,,,,,,
POKE,Poke,0,,,Common,Attack,AnyEnemy,,,,auto,,6,,,,,,,,,,,,,,,,,,,,,,,,,OstyAttack,,,,,,,,,
POMMEL_STRIKE,PommelStrike,1,,,Common,Attack,AnyEnemy,,,,auto,,9,,,1,,,,,,,,,,,,,,,,,,,,,,Strike,,,,,,,,,
POOR_SLEEP,PoorSleep,-1,,,Curse,Curse,None,Retain;Unplayable,TRUE,curse_status,no_canonical_vars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POUNCE,Pounce,2,,,Uncommon,Attack,AnyEnemy,,,,auto,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRECISE_CUT,PreciseCut,0,,,Uncommon,Attack,AnyEnemy,,,,unparsed_residue,TRUE,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CalculationBaseVar:13,"new global::_003C_003Ez__ReadOnlyArray<DynamicVar>(new DynamicVar[3] { new CalculationBaseVar(13m), new ExtraDamageVar(2m), new CalculatedDamageVar(ValueProp.Move).WithMultiplier(delegate(CardModel card, Creature? _) { int num = PileType.Hand.GetPile(card.Owner).Cards.Count; CardPile? pile = card.Pi",
PREDATOR,Predator,2,,,Common,Attack,AnyEnemy,,,,auto,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PREPARED,Prepared,0,,,Common,Skill,Self,,,,auto,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,
PREP_TIME,PrepTime,1,,,Uncommon,Power,Self,,,,auto,,,,,,,,,,,,,,,TRUE,PREP_TIME_POWER:4(Counter),,,,,,,,,,,,,,,,,,,,
PRIMAL_FORCE,PrimalForce,0,,,Rare,Skill,Self,,,,no_canonical_vars,TRUE,,,,,,,,,,,,,,,,,,,GIANT_ROCK:1?,,,,,,,,,,,,,,,,
PRODUCTION,Production,0,,,Uncommon,Skill,Self,Exhaust,,,auto,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROLONG,Prolong,0,,,Uncommon,Skill,Self,Exhaust,,,no_canonical_vars,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROPHESIZE,Prophesize,2,,,Uncommon,Skill,Self,,,,auto,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROTECTOR,Protector,1,,,Ancient,Attack,AnyEnemy,,,,unparsed_residue,TRUE,,1,,,,,,,,,,,,,,,,,,,,,,,,OstyAttack,,,,,,,CalculationBaseVar:10,"new global::_003C_003Ez__ReadOnlyArray<DynamicVar>(new DynamicVar[3] { new CalculationBaseVar(10m), new ExtraDamageVar(1m).FromOsty(), new CalculatedDamageVar(ValueProp.Move).FromOsty().WithMultiplier(delegate(CardModel card, Creature? _) { Creature osty = card.Owner.Osty; return (osty != null && os",
PROWESS,Prowess,1,,,Uncommon,Power,Self,,,,auto,,,,,,,,,,,,,,,TRUE,STRENGTH_POWER:1(Counter);DEXTERITY_POWER:1(Counter),,,,,,,,,,,,,,,,,,,,
PULL_AGGRO,PullAggro,2,,,Common,Skill,Self,,,,auto,,,,7,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,
PULL_FROM_BELOW,PullFromBelow,1,,,Uncommon,Attack,AnyEnemy,,,,unparsed_residue,TRUE,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CalculationBaseVar:0;CalculationExtraVar:1,"new global::_003C_003Ez__ReadOnlyArray<DynamicVar>(new DynamicVar[4] { new DamageVar(5m, ValueProp.Move), new CalculationBaseVar(0m), new CalculationExtraVar(1m), new CalculatedVar(""CalculatedHits"").WithMultiplier((CardModel card, Creature? _) => CombatManager.Instance.History.Entries.OfType<CardPla",
PURITY,Purity,0,,,Uncommon,Skill,Self,Exhaust;Retain,,,auto,,,,,3,,,,,,,,,,,,,,,,,unfiltered:1,,,,,,,,,TRUE,,,,,
